date,open,high,low,close,adj_close,volume
2025-02-10 00:00:00+00:00,189.06,189.99,187.61,188.2,188.2,16606020.0
2025-02-11 00:00:00+00:00,186.835,188.8,186.08,187.07,187.07,13028100.0
2025-02-12 00:00:00+00:00,185.23,186.83,183.63,185.43,185.43,17632314.0
2025-02-13 00:00:00+00:00,185.93,187.99,184.88,187.88,187.88,12729334.0
2025-02-14 00:00:00+00:00,186.83,188.15,186.11,186.87,186.87,12714154.0
2025-02-18 00:00:00+00:00,187.44,187.78,183.58,185.8,185.8,19796028.0
2025-02-19 00:00:00+00:00,186.185,187.36,185.5,187.13,187.13,13120465.0
2025-02-20 00:00:00+00:00,186.5,187.12,184.6,186.64,186.64,12063807.0
2025-02-21 00:00:00+00:00,187.29,187.47,181.13,181.58,181.58,19520782.0
2025-02-24 00:00:00+00:00,183.8,185.09,180.88,181.19,181.19,18734014.0
2025-02-25 00:00:00+00:00,180.155,180.76,176.77,177.37,177.37,20832485.0
2025-02-26 00:00:00+00:00,176.945,178.08,173.59,174.7,174.7,23693251.0
2025-02-27 00:00:00+00:00,175.94,176.59,169.752,170.21,170.21,25880000.0
2025-02-28 00:00:00+00:00,170.3,172.5,168.39,172.22,172.22,30023100.0
2025-03-03 00:00:00+00:00,173.73,175.0,167.64,168.66,168.66,24061600.0
2025-03-04 00:00:00+00:00,168.245,175.165,167.54,172.61,172.61,30394201.0
2025-03-05 00:00:00+00:00,172.32,175.75,170.95,174.99,174.99,18823348.0
2025-03-06 00:00:00+00:00,172.55,176.73,172.508,174.21,174.21,19008011.0
2025-03-07 00:00:00+00:00,173.242,176.9,172.25,175.75,175.55,16382100.0
2025-03-10 00:00:00+00:00,170.16,170.45,165.565,167.81,167.81,28907200.0
2025-03-11 00:00:00+00:00,166.68,168.655,163.24,165.98,165.98,23682500.0
2025-03-12 00:00:00+00:00,168.47,169.53,165.48,169.0,169.0,19847600.0
2025-03-13 00:00:00+00:00,167.98,168.12,164.07,164.73,164.73,15187700.0
2025-03-14 00:00:00+00:00,165.315,168.25,164.51,167.62,167.62,18592900.0
2025-03-17 00:00:00+00:00,167.325,168.46,165.81,166.57,166.57,17820100.0
2025-03-18 00:00:00+00:00,165.96,166.44,158.8,162.67,162.67,24586900.0
2025-03-19 00:00:00+00:00,163.915,168.133,163.05,166.28,166.28,24932500.0
2025-03-20 00:00:00+00:00,163.825,167.03,163.14,165.05,165.05,19707069.0
2025-03-21 00:00:00+00:00,163.38,166.47,163.03,166.25,166.25,29849000.0
2025-03-24 00:00:00+00:00,169.265,170.33,167.44,169.93,169.93,18667259.0
2025-03-25 00:00:00+00:00,171.18,172.91,170.55,172.79,172.79,13817600.0
2025-03-26 00:00:00+00:00,171.28,171.9396,166.8606,167.14,167.14,22384568.0
2025-03-27 00:00:00+00:00,166.71,167.44,163.85,164.08,164.08,21543000.0
2025-03-28 00:00:00+00:00,162.36,163.81,155.339,156.06,156.06,34823000.0
2025-03-31 00:00:00+00:00,154.81,157.13,152.21,156.23,156.23,33567600.0
2025-04-01 00:00:00+00:00,155.255,160.08,155.255,158.88,158.88,20084139.0
2025-04-02 00:00:00+00:00,156.96,160.275,156.53,158.86,158.86,16923200.0
2025-04-03 00:00:00+00:00,152.835,154.6872,152.18,152.63,152.63,28330311.0
2025-04-04 00:00:00+00:00,149.9,153.09,147.54,147.74,147.74,39786000.0
2025-04-07 00:00:00+00:00,143.46,154.9225,142.66,149.24,149.24,47657751.0
2025-04-08 00:00:00+00:00,153.575,154.44,145.21,146.58,146.58,34864314.0
2025-04-09 00:00:00+00:00,146.345,161.87,145.82,161.06,161.06,46063012.0
2025-04-10 00:00:00+00:00,158.76,160.03,152.2,155.37,155.37,34754488.0
2025-04-11 00:00:00+00:00,155.585,159.86,155.585,159.4,159.4,22569400.0
2025-04-14 00:00:00+00:00,162.42,164.03,159.92,161.47,161.47,18095109.0
2025-04-15 00:00:00+00:00,161.57,162.05,157.645,158.68,158.68,15652300.0
2025-04-16 00:00:00+00:00,155.47,158.18,153.91,155.5,155.5,16904900.0
2025-04-17 00:00:00+00:00,156.61,157.07,150.9,153.36,153.36,19513408.0
2025-04-21 00:00:00+00:00,150.965,151.06,148.4,149.86,149.86,15701798.0
2025-04-22 00:00:00+00:00,151.238,154.61,150.871,153.9,153.9,15589777.0
2025-04-23 00:00:00+00:00,157.91,160.02,156.35,157.72,157.72,18529699.0
2025-04-24 00:00:00+00:00,158.525,161.708,158.1,161.47,161.47,26895416.0
2025-04-25 00:00:00+00:00,167.1,168.24,163.0,163.85,163.85,35105800.0
2025-04-28 00:00:00+00:00,164.13,164.95,160.3801,162.42,162.42,20824895.0
2025-04-29 00:00:00+00:00,162.045,162.68,159.39,162.06,162.06,15936100.0
2025-04-30 00:00:00+00:00,159.86,161.374,157.155,160.89,160.89,20516400.0
2025-05-01 00:00:00+00:00,162.52,163.94,160.93,162.79,162.79,21853000.0
2025-05-02 00:00:00+00:00,164.955,166.7,163.66,165.81,165.81,16832500.0
2025-05-05 00:00:00+00:00,164.47,167.0987,164.47,166.05,166.05,15282565.0
2025-05-06 00:00:00+00:00,163.9,166.735,163.13,165.2,165.2,10480723.0
2025-05-07 00:00:00+00:00,166.07,166.99,149.49,152.8,152.8,78729800.0
2025-05-08 00:00:00+00:00,155.855,157.41,154.1,155.75,155.75,38063949.0
2025-05-09 00:00:00+00:00,155.55,156.43,153.83,154.38,154.38,22871035.0
